id,degree
22994,1
27797,217
569,4
1647,1
8672,21
10387,1
18259,1
19976,1
21047,1
24680,2
27601,2
28522,1
6344,1
6833,2
10043,1
10126,1
13048,1
17005,2
17582,1
21140,1
31054,1
3750,1
4966,1
7157,1
11620,6
11952,3
14154,1
23736,1
29511,2
32081,1
12284,4
13209,1
20651,1
25361,1
29066,1
32316,1
27360,46
11831,1
18172,1
29723,2
2295,1
18447,1
19929,4
32282,1
4794,2
7391,18
7244,1
9964,1
14964,1
15083,1
23953,1
26253,1
28444,1
32172,29
5046,2
12595,1
19039,1
1532,1
1844,1
1892,2
6087,1
6534,1
11305,2
11371,1
13036,2
16973,2
21282,2
21853,1
32425,2
32173,5
11349,1
22559,1
572,3
5406,1
6397,1
6713,2
13095,6
15310,2
14598,1
16541,2
18338,3
18155,1
21297,1
30671,1
32126,1
6145,1
6664,4
17555,2
21609,1
3277,1
3979,1
6992,2
7862,2
8128,1
9764,1
11488,3
11533,1
13054,1
14605,1
16618,1
18694,6
21194,2
22182,1
24354,1
31444,2
31815,3
31242,1
31261,1
22770,1
23800,1
31167,4
6254,1
20782,48
13810,1
14952,2
28550,2
31910,2
3033,5
16363,1
23083,1
